Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alexandra,2020-04-29 19:54:21,00:41:50,,Merlin: Season 4: The Secret Sharer (Episode 7),,Chrome PC (Cadmium),00:42:09,00:42:09,SE (Sweden)
Alexandra,2020-04-28 10:56:01,00:04:43,,How I Met Your Mother: Season 7: Good Crazy (Episode 22),,Chrome PC (Cadmium),00:04:48,Not latest view,SE (Sweden)
Alexandra,2020-04-28 10:34:49,00:21:08,,How I Met Your Mother: Season 7: Now We're Even (Episode 21),,Chrome PC (Cadmium),00:21:13,Not latest view,SE (Sweden)
Alexandra,2020-04-28 10:13:42,00:21:03,,How I Met Your Mother: Season 7: Trilogy Time (Episode 20),,Chrome PC (Cadmium),00:21:07,Not latest view,SE (Sweden)
Alexandra,2020-04-28 10:13:28,00:00:08,Autoplayed: user action: None; ,"Trailer 2: Coronavirus, Explained",TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2020-04-27 19:24:25,00:41:36,,Merlin: Season 4: A Servant of Two Masters (Episode 6),,Chrome PC (Cadmium),00:42:01,00:42:01,SE (Sweden)
Alexandra,2020-04-27 18:41:39,00:41:28,,Merlin: Season 4: His Father's Son (Episode 5),,Chrome PC (Cadmium),00:41:51,00:41:51,SE (Sweden)
Alexandra,2020-04-27 17:59:56,00:41:35,,Merlin: Season 4: Aithusa (Episode 4),,Chrome PC (Cadmium),00:41:54,00:41:54,SE (Sweden)
Alexandra,2020-04-27 17:38:31,00:21:15,,How I Met Your Mother: Season 7: The Broath (Episode 19),,Chrome PC (Cadmium),00:21:22,Not latest view,SE (Sweden)
Alexandra,2020-04-27 17:16:03,00:21:09,,How I Met Your Mother: Season 7: Karma (Episode 18),,Chrome PC (Cadmium),00:21:13,Not latest view,SE (Sweden)
Alexandra,2020-04-27 16:54:48,00:21:12,,How I Met Your Mother: Season 7: No Pressure (Episode 17),,Chrome PC (Cadmium),00:21:17,Not latest view,SE (Sweden)
Alexandra,2020-04-27 16:33:27,00:21:14,,How I Met Your Mother: Season 7: The Drunk Train (Episode 16),,Chrome PC (Cadmium),00:22:01,Not latest view,SE (Sweden)
Alexandra,2020-04-27 16:09:56,00:20:01,,How I Met Your Mother: Season 7: The Burning Beekeeper (Episode 15),,Chrome PC (Cadmium),00:20:51,Not latest view,SE (Sweden)
Alexandra,2020-04-27 10:59:58,00:21:19,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: 46 Minutes (Episode 14),,Chrome PC (Cadmium),00:21:52,Not latest view,SE (Sweden)
Alexandra,2020-04-27 10:42:11,00:17:45,,How I Met Your Mother: Season 7: Tailgate (Episode 13),,Chrome PC (Cadmium),00:21:17,Not latest view,SE (Sweden)
Alexandra,2020-04-25 15:34:24,00:02:01,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,SE (Sweden)
Alexandra,2020-04-24 21:50:03,00:42:39,,Merlin: Season 4: The Wicked Day (Episode 3),,Chrome PC (Cadmium),00:43:00,00:43:00,SE (Sweden)
Alexandra,2020-04-24 20:49:43,00:40:34,,Merlin: Season 4: The Darkest Hour: Part 2 (Episode 2),,Chrome PC (Cadmium),00:41:52,00:41:52,SE (Sweden)
Alexandra,2020-04-24 19:50:50,00:42:07,,Merlin: Season 4: The Darkest Hour: Part 1 (Episode 1),,Chrome PC (Cadmium),00:42:41,00:42:41,SE (Sweden)
Alexandra,2020-04-24 19:50:39,00:00:05,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2020-04-24 19:50:33,00:00:04,Autoplayed: user action: None; ,Godzilla: King of the Monsters_hook_04_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-04-24 18:29:08,00:31:44,,Monty Python and the Holy Grail,,Chrome PC (Cadmium),00:31:44,00:31:44,SE (Sweden)
Alexandra,2020-04-24 18:27:38,00:01:06,Autoplayed: user action: None; ,Noah_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:01:06,00:01:06,SE (Sweden)
Alexandra,2020-04-24 18:26:51,00:00:23,Autoplayed: user action: None; ,Stardust_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:23,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:26:21,00:00:09,Autoplayed: user action: None; ,Monty Python and the Holy Grail_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:09,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:25:02,00:00:59,Autoplayed: user action: None; ,Seven Years in Tibet_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:59,00:00:59,SE (Sweden)
Alexandra,2020-04-24 18:24:07,00:00:01,,How It Ends,,Chrome PC (Cadmium),00:00:01,00:00:01,SE (Sweden)
Alexandra,2020-04-24 18:24:02,00:00:04,Autoplayed: user action: None; ,How It Ends_shortpreview_9x16,PREVIEW,Chrome PC (Cadmium),00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-04-24 18:23:53,00:00:08,Autoplayed: user action: None; ,Bright_shortpreview_9x16,PREVIEW,Chrome PC (Cadmium),00:00:08,00:00:08,SE (Sweden)
Alexandra,2020-04-24 18:18:57,00:00:14,Autoplayed: user action: None; ,Godzilla: King of the Monsters_hook_04_16x9,HOOK,Chrome PC (Cadmium),00:00:14,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:18:06,00:00:16,Autoplayed: user action: None; ,Godzilla: King of the Monsters_hook_04_16x9,HOOK,Chrome PC (Cadmium),00:00:16,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:16:36,00:00:05,Autoplayed: user action: None; ,Tiger King: News Report,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,SE (Sweden)
Alexandra,2020-04-24 18:16:31,00:00:05,Autoplayed: user action: None; ,Black Mirror: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:16:23,00:00:06,Autoplayed: user action: None; ,Sons of Anarchy: Season 4_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:06,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:16:12,00:00:09,Autoplayed: user action: None; ,Elite: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),00:00:11,00:00:11,SE (Sweden)
Alexandra,2020-04-24 18:16:06,00:00:04,Autoplayed: user action: None; ,Colony: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:16:00,00:00:04,Autoplayed: user action: None; ,Ugly Delicious: Season 1_hook_06_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-04-24 18:15:49,00:00:09,Autoplayed: user action: None; ,The Bridge: Season 4_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:09,00:00:09,SE (Sweden)
Alexandra,2020-04-24 18:15:35,00:00:12,Autoplayed: user action: None; ,Season 1: Volume 3 Trailer: The Chef Show,TRAILER,Chrome PC (Cadmium),00:00:12,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:14:35,00:00:54,Autoplayed: user action: None; ,Season 1 Trailer: Outer Banks,TRAILER,Chrome PC (Cadmium),00:00:54,00:00:54,SE (Sweden)
Alexandra,2020-04-24 18:14:28,00:00:05,Autoplayed: user action: None; ,The Fresh Prince of Bel-Air: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:05,00:00:05,SE (Sweden)
Alexandra,2020-04-24 18:14:13,00:00:12,Autoplayed: user action: None; ,Homeland: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:12,00:00:12,SE (Sweden)
Alexandra,2020-04-24 18:14:06,00:00:05,Autoplayed: user action: None; ,The Crown (Trailer),TRAILER,Chrome PC (Cadmium),00:00:06,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:13:44,00:00:07,Autoplayed: user action: None; ,Season 1 Trailer: Unorthodox,TRAILER,Chrome PC (Cadmium),00:00:12,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:13:35,00:00:07,Autoplayed: user action: None; ,Season 1 Trailer: Unorthodox,TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:12:35,00:00:43,Autoplayed: user action: None; ,Season 1 Trailer: Win the Wilderness,TRAILER,Chrome PC (Cadmium),00:00:43,00:00:43,SE (Sweden)
Alexandra,2020-04-24 18:10:39,00:01:42,Autoplayed: user action: None; ,El día menos pensado: Season 1_hook_03_16x9,HOOK,Chrome PC (Cadmium),00:01:42,00:01:42,SE (Sweden)
Alexandra,2020-04-24 18:10:20,00:00:09,Autoplayed: user action: None; ,The World's Most Extraordinary Homes: Season 2 Part A_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:09,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:09:52,00:00:26,Autoplayed: user action: None; ,Trailer: Circus of Books,TRAILER,Chrome PC (Cadmium),00:00:26,00:00:26,SE (Sweden)
Alexandra,2020-04-24 18:08:54,00:00:42,Autoplayed: user action: None; ,Upgrade_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:42,Not latest view,SE (Sweden)
Alexandra,2020-04-24 18:08:19,00:00:18,Autoplayed: user action: None; ,Too Hot to Handle S1 (Rich Hook 3),HOOK,Chrome PC (Cadmium),00:00:18,00:00:18,SE (Sweden)
Alexandra,2020-04-24 18:08:07,00:00:08,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2020-04-24 16:19:51,01:43:24,,Extraction,,Chrome PC (Cadmium),01:43:24,01:43:24,SE (Sweden)
Alexandra,2020-04-24 16:19:38,00:00:10,Autoplayed: user action: None; ,Trailer: Extraction,TRAILER,Chrome PC (Cadmium),00:00:10,00:00:10,SE (Sweden)
Alexandra,2020-04-24 16:19:29,00:00:04,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2020-04-24 13:17:20,00:03:31,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: Tailgate (Episode 13),,Chrome PC (Cadmium),00:03:32,Not latest view,SE (Sweden)
Alexandra,2020-04-24 12:56:01,00:21:18,,How I Met Your Mother: Season 7: Symphony of Illumination (Episode 12),,Chrome PC (Cadmium),00:21:19,Not latest view,SE (Sweden)
Alexandra,2020-04-24 12:55:50,00:00:06,,How I Met Your Mother: Season 7: The Rebound Girl (Episode 11),,Chrome PC (Cadmium),00:22:01,Not latest view,SE (Sweden)
Alexandra,2020-04-24 12:55:38,00:00:07,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2020-04-23 20:58:03,00:00:02,,Merlin: Season 4: The Darkest Hour: Part 1 (Episode 1),,Chrome PC (Cadmium),00:00:17,Not latest view,SE (Sweden)
Alexandra,2020-04-23 20:16:38,00:41:24,,Merlin: Season 3: The Coming of Arthur: Part 2 (Episode 13),,Chrome PC (Cadmium),00:42:40,00:42:40,SE (Sweden)
Alexandra,2020-04-23 19:34:29,00:41:47,,Merlin: Season 3: The Coming of Arthur: Part 1 (Episode 12),,Chrome PC (Cadmium),00:43:18,00:43:18,SE (Sweden)
Alexandra,2020-04-23 19:33:37,00:00:42,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Chrome PC (Cadmium),00:00:42,Not latest view,SE (Sweden)
Alexandra,2020-04-23 17:14:10,00:20:36,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: The Rebound Girl (Episode 11),,Chrome PC (Cadmium),00:20:46,Not latest view,SE (Sweden)
Alexandra,2020-04-23 16:53:02,00:21:06,,How I Met Your Mother: Season 7: Tick Tick Tick (Episode 10),,Chrome PC (Cadmium),00:21:18,Not latest view,SE (Sweden)
Alexandra,2020-04-23 16:52:52,00:00:08,,How I Met Your Mother: Season 7: Disaster Averted (Episode 9),,Chrome PC (Cadmium),00:21:52,Not latest view,SE (Sweden)
Alexandra,2020-04-23 16:31:44,00:21:05,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: The Slutty Pumpkin Returns (Episode 8),,Chrome PC (Cadmium),00:21:54,Not latest view,SE (Sweden)
Alexandra,2020-04-23 16:11:29,00:20:13,,How I Met Your Mother: Season 7: Noretta (Episode 7),,Chrome PC (Cadmium),00:21:56,Not latest view,SE (Sweden)
Alexandra,2020-04-22 19:51:09,00:42:37,,Merlin: Season 3: The Sorcerer's Shadow (Episode 11),,Chrome PC (Cadmium),00:42:58,00:42:58,SE (Sweden)
Alexandra,2020-04-22 13:20:17,00:00:04,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: Noretta (Episode 7),,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2020-04-22 13:05:37,00:14:38,,How I Met Your Mother: Season 7: Mystery vs. History (Episode 6),,Chrome PC (Cadmium),00:21:17,Not latest view,SE (Sweden)
Alexandra,2020-04-22 13:05:25,00:00:05,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2020-04-21 19:32:48,00:41:54,,Merlin: Season 3: Queen of Hearts (Episode 10),,Chrome PC (Cadmium),00:42:18,00:42:18,SE (Sweden)
Alexandra,2020-04-21 19:32:42,00:00:04,Autoplayed: user action: None; ,Merlin: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-04-21 19:32:23,00:00:16,Autoplayed: user action: None; ,Too Hot to Handle S1 (Rich Hook 3),HOOK,Chrome PC (Cadmium),00:00:16,Not latest view,SE (Sweden)
Alexandra,2020-04-21 19:32:06,00:00:16,Autoplayed: user action: None; ,Part 4 Trailer: Money Heist,TRAILER,Chrome PC (Cadmium),00:00:16,Not latest view,SE (Sweden)
Alexandra,2020-04-21 19:31:14,00:00:48,Autoplayed: user action: None; ,Season 1 Trailer: The Last Dance,TRAILER,Chrome PC (Cadmium),00:00:48,Not latest view,SE (Sweden)
Alexandra,2020-04-21 19:27:42,00:00:51,Autoplayed: user action: None; ,"Trailer: Tiger King: Murder, Mayhem and Madness",TRAILER,Chrome PC (Cadmium),00:00:51,00:00:51,SE (Sweden)
Alexandra,2020-04-21 17:46:08,01:29:13,,Code 8,,Chrome PC (Cadmium),01:29:13,01:29:13,SE (Sweden)
Alexandra,2020-04-21 17:35:59,00:00:18,Autoplayed: user action: None; ,Code 8_hook_02_16x9,HOOK,Chrome PC (Cadmium),00:00:18,00:00:18,SE (Sweden)
Alexandra,2020-04-21 17:35:48,00:00:07,Autoplayed: user action: None; ,Furious 7_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2020-04-21 17:35:18,00:00:06,Autoplayed: user action: None; ,Betonrausch (Trailer),TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,SE (Sweden)
Alexandra,2020-04-21 17:35:04,00:00:09,Autoplayed: user action: None; ,Sergio (Trailer),TRAILER,Chrome PC (Cadmium),00:00:14,00:00:14,SE (Sweden)
Alexandra,2020-04-21 17:34:56,00:00:06,Autoplayed: user action: None; ,Sergio (Trailer),TRAILER,Chrome PC (Cadmium),00:00:06,Not latest view,SE (Sweden)
Alexandra,2020-04-21 17:34:29,00:00:05,Autoplayed: user action: None; ,Trailer: Love Wedding Repeat,TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,SE (Sweden)
Alexandra,2020-04-21 17:33:43,00:00:33,Autoplayed: user action: None; ,Code 8_hook_01_16x9,HOOK,Chrome PC (Cadmium),00:00:00,00:00:00,SE (Sweden)
Alexandra,2020-04-21 17:33:01,00:00:05,Autoplayed: user action: None; ,Sherlock: Series 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2020-04-21 17:32:48,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: The Last Dance,TRAILER,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2020-04-21 13:21:36,00:06:38,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: Mystery vs. History (Episode 6),,Chrome PC (Cadmium),00:06:39,Not latest view,SE (Sweden)
Alexandra,2020-04-21 13:05:59,00:15:36,,How I Met Your Mother: Season 7: Field Trip (Episode 5),,Chrome PC (Cadmium),00:21:08,Not latest view,SE (Sweden)
Alexandra,2020-04-20 11:48:22,00:05:31,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: Field Trip (Episode 5),,Chrome PC (Cadmium),00:05:32,Not latest view,SE (Sweden)
Alexandra,2020-04-20 11:32:43,00:15:37,,How I Met Your Mother: Season 7: The Stinson Missile Crisis (Episode 4),,Chrome PC (Cadmium),00:21:18,Not latest view,SE (Sweden)
Alexandra,2020-04-19 09:55:28,00:00:07,Autoplayed: user action: None; ,"Trailer: Tiger King: Murder, Mayhem and Madness",TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2020-04-18 20:51:07,00:41:35,,Merlin: Season 3: Love in the Time of Dragons (Episode 9),,Chrome PC (Cadmium),00:41:53,00:41:53,SE (Sweden)
Alexandra,2020-04-18 20:50:52,00:00:13,Autoplayed: user action: None; ,Merlin: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:13,Not latest view,SE (Sweden)
Alexandra,2020-04-18 20:50:40,00:00:07,Autoplayed: user action: None; ,"Trailer: Tiger King: Murder, Mayhem and Madness",TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2020-04-18 19:53:49,00:56:40,,Dirty Money: Season 2: Point Comfort (Episode 5),,Chrome PC (Cadmium),00:57:35,00:57:35,SE (Sweden)
Alexandra,2020-04-18 19:20:34,00:00:22,,Dirty Money: Season 2: Point Comfort (Episode 5),,Chrome PC (Cadmium),00:00:22,Not latest view,SE (Sweden)
Alexandra,2020-04-18 19:19:48,00:00:06,Autoplayed: user action: None; ,Dirty Money: Season 1_hook_08_16x9,HOOK,Chrome PC (Cadmium),00:00:06,00:00:06,SE (Sweden)
Alexandra,2020-04-18 19:19:22,00:00:17,Autoplayed: user action: None; ,Season 1 Trailer: Unorthodox,TRAILER,Chrome PC (Cadmium),00:00:17,Not latest view,SE (Sweden)
Alexandra,2020-04-16 19:57:30,00:42:11,,Merlin: Season 3: The Eye of the Phoenix (Episode 8),,Chrome PC (Cadmium),00:42:51,00:42:51,SE (Sweden)
Alexandra,2020-04-16 19:43:22,00:14:02,,Merlin: Season 3: The Castle of Fyrien (Episode 7),,Chrome PC (Cadmium),00:43:00,00:43:00,SE (Sweden)
Alexandra,2020-04-16 18:43:58,00:27:34,,Merlin: Season 3: The Castle of Fyrien (Episode 7),,Chrome PC (Cadmium),00:27:53,Not latest view,SE (Sweden)
Alexandra,2020-04-16 12:28:58,00:05:33,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: The Stinson Missile Crisis (Episode 4),,Chrome PC (Cadmium),00:05:41,Not latest view,SE (Sweden)
Alexandra,2020-04-16 12:07:33,00:21:09,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: Ducky Tie (Episode 3),,Chrome PC (Cadmium),00:21:19,Not latest view,SE (Sweden)
Alexandra,2020-04-16 11:46:15,00:21:16,Autoplayed: user action: None; ,How I Met Your Mother: Season 7: The Naked Truth (Episode 2),,Chrome PC (Cadmium),00:21:17,Not latest view,SE (Sweden)
Alexandra,2020-04-16 11:24:56,00:21:16,,How I Met Your Mother: Season 7: The Best Man (Episode 1),,Chrome PC (Cadmium),00:21:17,Not latest view,SE (Sweden)
Alexandra,2020-04-16 11:03:49,00:21:05,Autoplayed: user action: None; ,How I Met Your Mother: Season 6: Challenge Accepted (Episode 24),,Chrome PC (Cadmium),00:21:06,Not latest view,SE (Sweden)
Alexandra,2020-04-16 10:42:52,00:20:54,,How I Met Your Mother: Season 6: Landmarks (Episode 23),,Chrome PC (Cadmium),00:20:54,Not latest view,SE (Sweden)
Alexandra,2020-04-15 17:45:21,00:00:44,Autoplayed: user action: None; ,Tiger King: Tiger Attack,HOOK,Chrome PC (Cadmium),00:00:00,Not latest view,SE (Sweden)
Alexandra,2020-04-15 17:15:57,00:28:57,,Senna,,Chrome PC (Cadmium),01:42:40,01:42:40,SE (Sweden)
Alexandra,2020-04-15 16:17:05,00:21:00,,How I Met Your Mother: Season 6: The Perfect Cocktail (Episode 22),,Chrome PC (Cadmium),00:21:05,Not latest view,SE (Sweden)
Alexandra,2020-04-15 15:55:15,00:21:27,,How I Met Your Mother: Season 6: Hopeless (Episode 21),,Chrome PC (Cadmium),00:21:46,Not latest view,SE (Sweden)
Alexandra,2020-04-15 15:33:45,00:21:16,,How I Met Your Mother: Season 6: The Exploding Meatball Sub (Episode 20),,Chrome PC (Cadmium),00:21:45,Not latest view,SE (Sweden)
Alexandra,2020-04-15 15:33:34,00:00:04,Autoplayed: user action: None; ,Tiger King: Tiger Attack,HOOK,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2020-04-15 15:11:43,00:21:46,,How I Met Your Mother: Season 6: Legendaddy (Episode 19),,Chrome PC (Cadmium),00:21:47,Not latest view,SE (Sweden)
Alexandra,2020-04-15 15:11:33,00:00:05,,How I Met Your Mother: Season 6: A Change of Heart (Episode 18),,Chrome PC (Cadmium),00:21:18,Not latest view,SE (Sweden)
Alexandra,2020-04-15 15:11:15,00:00:06,Autoplayed: user action: None; ,Tiger King: Tiger Attack,HOOK,Chrome PC (Cadmium),00:00:06,Not latest view,SE (Sweden)
Alexandra,2020-04-14 17:28:39,00:42:00,,Merlin: Season 3: The Changeling (Episode 6),,Chrome PC (Cadmium),00:42:51,00:42:51,SE (Sweden)
Alexandra,2020-04-14 17:02:27,00:07:03,,Senna,,Chrome PC (Cadmium),01:13:43,Not latest view,SE (Sweden)
Alexandra,2020-04-14 11:47:19,00:01:47,Autoplayed: user action: None; ,Friends: Season 10: The One Where Chandler Gets Caught (Episode 10),,Chrome PC (Cadmium),00:01:48,Not latest view,SE (Sweden)
Alexandra,2020-04-14 11:22:58,00:24:10,Autoplayed: user action: None; ,Friends: Season 10: The One with the Birth Mother (Episode 9),,Chrome PC (Cadmium),00:24:51,Not latest view,SE (Sweden)
Alexandra,2020-04-14 10:59:56,00:22:49,,Friends: Season 10: The One with the Late Thanksgiving (Episode 8),,Chrome PC (Cadmium),00:23:05,Not latest view,SE (Sweden)
Alexandra,2020-04-14 09:16:52,00:00:31,Autoplayed: user action: None; ,Tiger King: Tiger Attack,HOOK,Chrome PC (Cadmium),00:00:31,Not latest view,SE (Sweden)
Alexandra,2020-04-14 08:54:01,00:22:41,Autoplayed: user action: None; ,Friends: Season 10: The One with The Home Study (Episode 7),,Chrome PC (Cadmium),00:23:09,Not latest view,SE (Sweden)
Alexandra,2020-04-14 08:30:00,00:23:56,,Friends: Season 10: The One with Ross's Grant (Episode 6),,Chrome PC (Cadmium),00:24:25,Not latest view,SE (Sweden)
Alexandra,2020-04-14 08:29:43,00:00:10,,Friends: Season 10: The One Where Rachel's Sister Babysits (Episode 5),,Chrome PC (Cadmium),00:28:10,Not latest view,SE (Sweden)
Alexandra,2020-04-14 08:29:24,00:00:05,Autoplayed: user action: None; ,Tiger King: Tiger Attack,HOOK,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2020-04-14 08:29:03,00:00:09,Autoplayed: user action: None; ,Chain of Events (Extra),TRAILER,Chrome PC (Cadmium),00:00:09,00:00:09,SE (Sweden)
Alexandra,2020-04-13 19:44:49,01:06:40,,Senna,,Chrome PC (Cadmium),01:06:40,Not latest view,SE (Sweden)
Alexandra,2020-04-13 19:44:42,00:00:04,Autoplayed: user action: None; ,Senna_hook_05_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,SE (Sweden)
Alexandra,2020-04-13 19:44:16,00:00:10,Autoplayed: user action: None; ,The Redeemed and the Dominant: Fittest on Earth_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:10,00:00:10,SE (Sweden)
Alexandra,2020-04-13 19:44:01,00:00:04,Autoplayed: user action: None; ,Trailer: Love Wedding Repeat,TRAILER,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2020-04-13 13:27:42,00:16:43,,How I Met Your Mother: Season 6: A Change of Heart (Episode 18),,Chrome PC (Cadmium),00:16:51,Not latest view,SE (Sweden)
Alexandra,2020-04-13 13:27:32,00:00:04,,How I Met Your Mother: Season 6: Garbage Island (Episode 17),,Chrome PC (Cadmium),00:21:43,Not latest view,SE (Sweden)
Alexandra,2020-04-13 13:27:09,00:00:10,Autoplayed: user action: None; ,Tiger King: Tiger Attack,HOOK,Chrome PC (Cadmium),00:00:10,Not latest view,SE (Sweden)
Alexandra,2020-04-12 20:40:45,00:40:47,,Merlin: Season 3: The Crystal Cave (Episode 5),,Chrome PC (Cadmium),00:42:41,00:42:41,SE (Sweden)
Alexandra,2020-04-12 19:49:45,00:39:38,,Merlin: Season 3: Gwaine (Episode 4),,Chrome PC (Cadmium),00:42:49,00:42:49,SE (Sweden)
Alexandra,2020-04-12 19:49:30,00:00:06,,Merlin: Season 3: Goblin's Gold (Episode 3),,Chrome PC (Cadmium),00:43:24,00:43:24,SE (Sweden)
Alexandra,2020-04-12 19:48:45,00:00:04,Autoplayed: user action: None; ,"Trailer: Tiger King: Murder, Mayhem and Madness",TRAILER,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2020-04-11 22:22:21,00:00:01,Autoplayed: user action: None; ,Dirty Money: Season 2: Point Comfort (Episode 5),,Chrome PC (Cadmium),00:00:06,Not latest view,SE (Sweden)
Alexandra,2020-04-11 21:24:32,00:52:32,,"Guardians, Inc.",,Chrome PC (Cadmium),00:53:38,00:53:38,SE (Sweden)
Alexandra,2020-04-11 20:02:54,01:04:10,Autoplayed: user action: None; ,Dirty Money: Season 2: Slumlord Millionaire (Episode 3),,Chrome PC (Cadmium),01:04:05,01:04:05,SE (Sweden)
Alexandra,2020-04-11 19:10:07,00:51:40,,Dirty Money: Season 2: The Wagon Wheel (Episode 1),,Chrome PC (Cadmium),00:52:19,00:52:19,SE (Sweden)
Alexandra,2020-04-11 19:08:51,00:00:01,,Dirty Money: Season 1: The Confidence Man (Episode 6),,Chrome PC (Cadmium),00:00:06,00:00:06,SE (Sweden)
Alexandra,2020-04-11 19:07:42,00:00:57,,Dirty Money: Season 1: Payday (Episode 2),,Chrome PC (Cadmium),01:07:58,01:07:58,SE (Sweden)
Alexandra,2020-04-11 19:06:11,00:00:03,,Dirty Money: Season 2: Slumlord Millionaire (Episode 3),,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2020-04-11 18:09:33,00:53:32,,Dirty Money: Season 2: The Man at the Top (Episode 2),,Chrome PC (Cadmium),00:55:47,00:55:47,SE (Sweden)
Alexandra,2020-04-10 11:15:05,00:08:56,Autoplayed: user action: None; ,How I Met Your Mother: Season 6: Garbage Island (Episode 17),,Chrome PC (Cadmium),00:08:57,Not latest view,SE (Sweden)
Alexandra,2020-04-10 10:53:53,00:21:08,Autoplayed: user action: None; ,How I Met Your Mother: Season 6: Desperation Day (Episode 16),,Chrome PC (Cadmium),00:21:16,Not latest view,SE (Sweden)
